amortization;interest;balance;dfi;mip;payment;rent;rent_savings;home_value;equity;purchase_savings
694.44;1398.51;216666.8799999999;19.5;68.90006783999998;2181.3500678399996;1082.43;327916.1550467572;534126.021765095;317459.14176509506;285411.58045918937
694.44;1394.04;215972.4399999999;19.5;68.67923591999997;2176.65923592;1082.43;329374.0477411651;534876.8677604997;318904.4277604998;286811.81569486985
694.44;1389.57;215277.99999999988;19.5;68.45840399999997;2171.968404;1082.43;330928.1343045381;535628.7692553294;320350.7692553295;288213.04310000973
694.44;1385.1;214583.55999999988;19.5;68.23757207999996;2167.27757208;1082.43;332479.7080942261;536381.727733349;321798.1677333491;289615.26406934817
694.44;1380.64;213889.11999999988;19.5;68.01674015999997;2162.59674016;1082.43;334028.77559196285;537135.7446804094;323246.62468040956;291018.479999585
694.44;1376.17;213194.67999999988;19.5;67.79590823999997;2157.90590824;1082.43;335575.32326047873;537890.8215844502;324696.1415844503;292422.6922893833
694.44;1371.7;212500.23999999987;19.5;67.57507631999997;2153.21507632;1082.43;337119.3475575316;538646.9599355026;326146.71993550274;293827.9023393726
694.44;1367.23;211805.79999999987;19.5;67.35424439999997;2148.5242444;1082.43;338660.8449358999;539404.1612256925;327598.3612256926;295234.11155215104
694.44;1362.76;211111.35999999987;19.5;67.13341247999996;2143.83341248;1082.43;340199.81184337556;540162.4269492432;329051.0669492433;296641.32133228873
694.44;1358.3;210416.91999999987;19.5;66.91258055999997;2139.15258056;1104.08;341714.57430239423;540921.7586024785;330504.8386024787;298049.53308633
694.44;1353.83;209722.47999999986;19.5;66.69174863999996;2134.4617486399998;1104.08;343226.7687079904;541682.157683826;331959.6776838262;299458.7482227966
694.44;1349.36;209028.03999999986;19.5;66.47091671999996;2129.77091672;1104.08;344736.3914501311;542443.6256938194;333415.5856938195;300868.9681521903
694.44;1344.89;208333.59999999986;19.5;66.25008479999997;2125.0800848;1104.08;346243.4389137082;543206.1641351016;334872.56413510174;302280.1942869956
694.44;1340.42;207639.15999999986;19.5;91.15359123999994;2145.51359124;1104.08;347668.73521521204;543969.7745124282;336330.61451242835;303692.42804168264
694.44;1335.95;206944.71999999986;19.5;90.84873207999993;2140.7387320800003;1104.08;349195.58547130006;544734.4583326699;337789.73833267007;305105.6708327099
694.44;1331.49;206250.27999999985;19.5;90.54387291999993;2135.97387292;1104.08;350719.8105350452;545500.2171048159;339249.937104816;306519.9240785271
694.44;1327.02;205555.83999999985;19.5;90.23901375999993;2131.19901376;1104.08;352241.39670203405;546267.0523399763;340711.21233997645;307935.1891995779
694.44;1322.55;204861.39999999985;19.5;89.93415459999993;2126.4241546;1104.08;353760.3402626457;547034.9655513858;342173.5655513859;309351.4676183028
694.44;1318.08;204166.95999999985;19.5;89.62929543999994;2121.64929544;1104.08;355276.6375020444;547803.9582544061;343636.99825440627;310768.7607591419
694.44;1313.61;203472.51999999984;19.5;89.32443627999993;2116.87443628;1104.08;356790.2847001723;548574.0319665292;345101.51196652936;312187.07004853763
694.44;1309.15;202778.07999999984;19.5;89.01957711999992;2112.1095771200003;1126.16;358279.17710690835;549345.1882073802;346567.1082073804;313606.3969149376
694.44;1304.68;202083.63999999984;19.5;88.71471795999993;2107.33471796;1126.16;359765.38094811526;550117.4284987206;348033.7884987208;315026.74278879754
694.44;1300.21;201389.19999999984;19.5;88.40985879999992;2102.5598588;1126.16;361248.89244435047;550890.754364451;349501.5543644512;316448.10910258413
694.44;1295.74;200694.75999999983;19.5;88.10499963999993;2097.78499964;1126.16;362729.7078108583;551665.1673306142;350970.40733061434;317870.4972907775
694.44;1291.27;200000.31999999983;19.5;87.80014047999992;2093.01014048;1126.16;364207.8232575629;552440.6689253981;352440.3489253983;319293.9087898744
694.44;1286.81;199305.87999999983;19.5;87.49528131999992;2088.24528132;1126.16;365573.5400296168;553217.2606791393;353911.38067913946;320718.3450383911
694.44;1282.34;198611.43999999983;19.5;87.19042215999993;2083.47042216;1126.16;367046.1000558769;553994.9441243252;355383.50412432535;322143.8074768658
694.44;1277.87;197916.99999999983;19.5;86.88556299999992;2078.6955629999998;1126.16;368515.94855741475;554773.7207955976;356856.7207955978;323570.29754786193
694.44;1273.4;197222.55999999982;19.5;86.58070383999993;2073.92070384;1126.16;369983.08172251296;555553.5922297558;358331.032229756;324997.81669597066
694.44;1268.93;196528.11999999982;19.5;86.27584467999992;2069.14584468;1126.16;371447.49573409575;556334.5599657593;359806.43996575946;326426.3663678139
694.44;1264.47;195833.67999999982;19.5;85.97098551999991;2064.38098552;1126.16;372909.19678377896;557116.6255447309;361282.9455447311;327855.9480120473
694.44;1260.0;195139.23999999982;19.5;85.66612635999992;2059.60612636;1148.69;374345.6093722899;557899.79050996;362760.5505099602;329286.5630793626
694.44;1255.53;194444.7999999998;19.5;85.36126719999992;2054.8312671999997;1148.69;375779.25962193037;558684.0564069055;364239.2564069057;330718.21302249137
694.44;1251.06;193750.3599999998;19.5;85.05640803999991;2050.05640804;1148.69;377210.143649551;559469.4247831987;365719.06478319893;332150.899296207
694.44;1246.59;193055.9199999998;19.5;84.75154887999992;2045.28154888;1148.69;378638.2575665439;560255.8971886465;367199.9771886467;333584.6233573279
694.44;1242.13;192361.4799999998;19.5;84.44668971999991;2040.5166897200002;1148.69;380063.607492892;561043.4751752344;368681.99517523457;335019.3866647205
694.44;1237.66;191667.0399999998;19.5;84.14183055999992;2035.7418305600002;1148.69;381486.1795290667;561832.1602971297;370165.12029712985;336455.1906793021
694.44;1233.19;190972.5999999998;19.5;83.83697139999991;2030.9669714;1148.69;382791.09797912644;562621.9541106845;371649.35411068465;337892.03686404356
694.44;1228.72;190278.1599999998;19.5;83.5321122399999;2026.19211224;1148.69;384207.94103377016;563412.8581744385;373134.6981744387;339329.92668397236
694.44;1224.25;189583.7199999998;19.5;83.22725307999991;2021.41725308;1148.69;385621.9942397319;564204.8740491226;374621.15404912276;340768.86160617543
694.44;1219.78;188889.2799999998;19.5;82.9223939199999;2016.64239392;1148.69;387033.2536751907;564998.0032976614;376108.72329766164;342208.843099802
694.44;1215.32;188194.8399999998;19.5;82.61753475999991;2011.87753476;1148.69;388441.72542686964;565792.2474851769;377597.4074851771;343649.8726360665
694.44;1210.85;187500.3999999998;19.5;82.3126755999999;2007.1026755999999;1171.66;389824.39327192743;566587.608178991;379087.2081789912;345091.95168825175
694.44;1206.38;186805.9599999998;19.5;82.0078164399999;2002.32781644;1171.66;391204.22322660865;567384.0869486291;380578.12694862933;346535.0817317116
694.44;1201.91;186111.5199999998;19.5;81.70295727999991;1997.55295728;1171.66;392581.21130155766;568181.6853658227;382070.16536582296;347979.2642438736
694.44;1197.44;185417.07999999978;19.5;81.3980981199999;1992.77809812;1171.66;393955.35350181087;568980.4050045129;383563.3250045131;349424.5007042423
694.44;1192.98;184722.63999999978;19.5;81.09323895999991;1988.01323896;1171.66;395326.65584084624;569780.2474408533;385057.6074408535;350870.7925944023
694.44;1188.51;184028.19999999978;19.5;80.7883797999999;1983.2383797999998;1171.66;396695.1043124803;570581.2142532131;386553.01425321336;352318.14139802055
694.44;1184.04;183333.75999999978;19.5;80.4835206399999;1978.4635206399998;1171.66;398060.6949048977;571383.3070221806;388049.54702218086;353766.54860085004
694.44;1179.57;182639.31999999977;19.5;80.1786614799999;1973.6886614799998;1171.66;399303.5965735635;572186.5273305658;389547.2073305661;355216.0156907321
694.44;1175.1;181944.87999999977;19.5;79.8738023199999;1968.9138023199998;1171.66;400663.2909030647;572990.8767634036;391045.9967634039;356666.5441575997
694.44;1170.64;181250.43999999977;19.5;79.5689431599999;1964.14894316;1171.66;402020.12506129866;573796.3569079573;392545.9169079576;358118.13549348013
694.44;1166.17;180555.99999999977;19.5;79.2640839999999;1959.374084;1171.66;403374.08501353103;574602.9693537214;394046.9693537216;359570.7911924983
694.44;1161.7;179861.55999999976;19.5;78.95922483999989;1954.59922484;1195.09;404701.70378270594;575410.7156924247;395549.1556924249;361024.51275087945
694.44;1157.23;179167.11999999976;19.5;78.6543656799999;1949.82436568;1195.09;406026.4072764369;576219.5975180337;397052.47751803393;362479.3016669519
694.44;1152.76;178472.67999999976;19.5;78.34950651999989;1945.04950652;1195.09;407348.1913965845;577029.6164267556;398556.9364267558;363935.1594411505
694.44;1148.3;177778.23999999976;19.5;78.04464735999989;1940.2846473599998;1195.09;408667.06205330585;577840.7740170414;400062.5340170417;365392.08757601917
694.44;1143.83;177083.79999999976;19.5;77.7397881999999;1935.5097881999998;1195.09;409983.00513695134;578653.0718895893;401569.27188958955;366850.0875762142
694.44;1139.36;176389.35999999975;19.5;77.43492903999989;1930.7349290399998;1195.09;411296.01653209416;579466.5116473475;403077.1516473477;368309.1609485069
694.44;1134.89;175694.91999999975;19.5;77.1300698799999;1925.96006988;1195.09;412606.0921175224;580281.0948955176;404586.1748955178;369769.30920178676
694.44;1130.42;175000.47999999975;19.5;76.82521071999989;1921.18521072;1195.09;413913.2277662306;581096.8232415576;406096.3432415578;371230.53384706436
694.44;1125.96;174306.03999999975;19.5;76.52035155999988;1916.42035156;1195.09;415092.86413066153;581913.6982951853;407607.6582951856;372692.83639747446
694.44;1121.49;173611.59999999974;19.5;76.21549239999989;1911.6454924;1195.09;416393.9424226507;582731.7216683815;409120.12166838173;374156.2183682788
694.44;1117.02;172917.15999999974;19.5;75.91063323999988;1906.87063324;1195.09;417692.06813000253;583550.8949753926;410633.7349753929;375620.6812768693
694.44;1112.55;172222.71999999974;19.5;75.60577407999989;1902.09577408;1218.99;418963.3035047796;584371.2198327347;412148.49983273493;377086.22664277087
694.44;1108.08;171528.27999999974;19.5;75.30091491999988;1897.32091492;1218.99;420231.54434333125;585192.6978591959;413664.41785919614;378552.8559876444
694.44;1103.61;170833.83999999973;19.5;74.99605575999988;1892.54605576;1218.99;421496.78643609746;586015.3306758403;415181.4906758405;380020.5708352901
694.44;1099.15;170139.39999999973;19.5;74.69119659999988;1887.7811966;1218.99;422759.0355816581;586839.1199060105;416699.7199060107;381489.3727116501
694.44;1094.68;169444.95999999973;19.5;74.38633743999988;1883.00633744;1218.99;424018.2775586295;587664.0671753312;418219.10717533145;382959.26314481156
694.44;1090.21;168750.51999999973;19.5;74.08147827999989;1878.23147828;1218.99;425274.50813969376;588490.1741117124;419739.65411171265;384430.2436650099
694.44;1085.74;168056.07999999973;19.5;73.77661911999988;1873.45661912;1218.99;426527.72309159045;589317.4423453525;421261.36234535277;385902.3158046316
694.44;1081.27;167361.63999999972;19.5;73.47175995999987;1868.68175996;1218.99;427777.91817510827;590145.8735087414;422784.23350874166;387375.4810982172
694.44;1076.81;166667.19999999972;19.5;73.16690079999988;1863.9169008;1218.99;429025.099159134;590975.469236664;424308.2692366643;388849.74108246446
694.44;1072.34;165972.75999999972;19.5;118.3385778799998;1904.6185778799997;1218.99;430185.6978196116;591806.2311662034;425833.4711662037;390325.0972962315
694.44;1067.87;165278.31999999972;19.5;117.8434421599998;1899.6534421599997;1218.99;431472.05031028285;592638.1609367438;427359.8409367441;391801.5512805395
694.44;1063.4;164583.8799999997;19.5;117.34830643999979;1894.68830644;1243.37;432730.82469941746;593471.2601899741;428887.3801899744;393279.10457857593
694.44;1058.93;163889.4399999997;19.5;116.85317071999981;1889.7231707199999;1243.37;433986.396491294;594305.530569891;430416.09056989127;394757.75873569783
694.44;1054.47;163194.9999999997;19.5;116.35803499999979;1884.7680349999998;1243.37;435238.771197929;595140.973722802;431945.9737228023;396237.5152994342
694.44;1050.0;162500.5599999997;19.5;115.8628992799998;1879.8028992799998;1243.37;436487.93431097217;595977.5912973293;433477.0312973296;397718.3758194898
694.44;1045.53;161806.1199999997;19.5;115.36776355999979;1874.8377635599998;1243.37;437733.88131573587;596815.3849444124;435009.2649444127;399200.3418477479
694.44;1041.06;161111.6799999997;19.5;114.87262783999978;1869.8726278399997;1243.37;438976.60769118584;597654.3563173115;436542.6763173118;400683.41493827314
694.44;1036.59;160417.2399999997;19.5;114.37749211999979;1864.9074921199997;1243.37;440216.1089099325;598494.5070716112;438077.26707161154;402167.59664731484
694.44;1032.13;159722.7999999997;19.5;113.88235639999976;1859.9523563999999;1243.37;441452.39045227924;599335.8388652232;439613.0388652235;403652.88853331015
694.44;1027.66;159028.3599999997;19.5;113.38722067999979;1854.9872206799998;1243.37;442685.43777811853;600178.3533583898;441149.9933583901;405139.2921568867
694.44;1023.19;158333.9199999997;19.5;112.89208495999978;1850.0220849599998;1243.37;443915.2463409606;601022.0522136872;442688.1322136875;406626.8090808663
694.44;1018.72;157639.4799999997;19.5;112.39694923999977;1845.0569492399998;1243.37;445008.26904444804;601866.9370960288;444227.45709602913;408115.4408702674
694.44;1014.25;156945.0399999997;19.5;111.90181351999978;1840.0918135199997;1268.24;446206.49372831156;602713.0096726684;445767.9696726687;409605.18909230863
694.44;1009.79;156250.5999999997;19.5;111.40667779999978;1835.1366777999997;1268.24;447401.4407114145;603560.2716132037;447309.671613204;411096.0553164118
694.44;1005.32;155556.15999999968;19.5;110.91154207999978;1830.17154208;1268.24;448593.0953720818;604408.7245895792;448852.5645895795;412588.04111420474
694.44;1000.85;154861.71999999968;19.5;110.41640635999977;1825.2064063599996;1268.24;449781.45308214135;605258.3702760898;450396.6502760901;414081.1480595247
694.44;996.38;154167.27999999968;19.5;109.92127063999976;1820.24127064;1268.24;450966.50920691516;606109.210349384;451941.9303493843;415575.3777284213
694.44;991.91;153472.83999999968;19.5;109.42613491999977;1815.2761349199998;1268.24;452148.2591052099;606961.2464884674;453488.40648846776;417070.7316991597
694.44;987.44;152778.39999999967;19.5;108.93099919999976;1810.3109992;1268.24;453326.698129308;607814.4803747059;455036.0803747062;418567.21155222383
694.44;982.98;152083.95999999967;19.5;108.43586347999977;1805.35586348;1268.24;454501.8316390159;608668.9136918286;456584.95369182894;420064.8188703192
694.44;978.51;151389.51999999967;19.5;107.94072775999976;1800.39072776;1268.24;455673.64497355936;609524.548125932;458135.0281259323;421563.55523837643
694.44;974.04;150695.07999999967;19.5;107.44559203999977;1795.4255920399999;1268.24;456842.1334656126;610381.3853654824;459686.30536548275;423063.4222435538
694.44;969.57;150000.63999999966;19.5;106.95045631999974;1790.46045632;1268.24;458007.29244128853;611239.4271013199;461238.7871013202;424564.421475241
694.44;965.1;149306.19999999966;19.5;106.45532059999975;1785.4953205999998;1293.61;459005.9684428644;612098.6750266613;462792.4750266616;426066.5545250619
694.44;960.64;148611.75999999966;19.5;105.96018487999976;1780.5401848799997;1293.61;460138.82934220653;612959.1308371037;464347.37083710404;427569.8229868778
694.44;956.17;147917.31999999966;19.5;105.46504915999975;1775.57504916;1293.61;461268.31064179365;613820.796230628;465903.4762306284;429074.2284567907
694.44;951.7;147222.87999999966;19.5;104.96991343999976;1770.60991344;1293.61;462394.40759076393;614683.6729076018;467460.79290760215;430579.772533146
694.44;947.23;146528.43999999965;19.5;104.47477771999975;1765.6447777199999;1293.61;463517.11543157697;615547.762570783;469019.3225707834;432086.4568165364
694.44;942.76;145833.99999999965;19.5;103.97964199999974;1760.6796419999998;1293.61;464636.42940000456;616413.0669253233;470579.0669253237;433594.28290980426
694.44;938.3;145139.55999999965;19.5;103.48450627999975;1755.7245062799998;1293.61;465752.35473917855;617279.5876787712;472140.0276787716;435103.2524180453
694.44;933.83;144445.11999999965;19.5;102.98937055999974;1750.7593705599998;1293.61;466864.8766714865;618147.3265410757;473702.20654107607;436613.3669486115
694.44;929.36;143750.67999999964;19.5;102.49423483999975;1745.79423484;1293.61;467973.9904125997;619016.2852245896;475265.60522459;438124.6281111146
694.44;924.89;143056.23999999964;19.5;101.99909911999974;1740.8290991199997;1293.61;469079.69117146404;619886.4654440727;476830.2254440731;439637.03751742875
694.44;920.42;142361.79999999964;19.5;101.50396339999973;1735.8639633999999;1293.61;470181.9741502903;620757.8689166955;478396.06891669583;441150.5967816941
694.44;915.96;141667.35999999964;19.5;101.00882767999974;1730.9088276799998;1319.48;471254.9381919301;621630.4973620421;479963.13736204244;442665.30752031994
694.44;911.49;140972.91999999963;19.5;100.51369195999973;1725.9436919599998;1319.48;472182.74110246316;622504.3525021143;481531.4325021146;444181.17135198775
694.44;907.02;140278.47999999963;19.5;100.01855623999974;1720.9785562399998;1319.48;473248.5734851408;623379.4360613342;483100.9560613346;445698.1898976545
694.44;902.55;139584.03999999963;19.5;99.52342051999973;1716.0134205199997;1319.48;474310.93204293447;624255.7497665484;484671.70976654877;447216.3647805559
694.44;898.08;138889.59999999963;19.5;99.02828479999974;1711.0482847999997;1319.48;475369.8118925255;625133.2953470307;486243.6953470311;448735.6976262093
694.44;893.62;138195.15999999963;19.5;98.53314907999973;1706.0931490799996;1319.48;476425.2181577883;626012.074534486;487816.9145344864;450256.19006241724
694.44;889.15;137500.71999999962;19.5;98.03801335999972;1701.1280133599998;1319.48;477477.13594168477;626892.0890630535;489391.36906305386;451777.84371927066
694.44;884.68;136806.27999999962;19.5;97.54287763999973;1696.1628776399996;1319.48;478525.5603402933;627773.34066931;490967.06066931033;453300.6602291517
694.44;880.21;136111.83999999962;19.5;97.04774191999972;1691.1977419199998;1319.48;479570.4864427982;628655.8310922737;492543.9910922741;454824.64122673764
694.44;875.74;135417.39999999962;19.5;96.55260619999973;1686.2326061999997;1319.48;480611.9093314808;629539.5620734073;494122.16207340773;456349.7883490033
694.44;871.27;134722.9599999996;19.5;96.05747047999972;1681.2674704799997;1319.48;481649.824081709;630424.5353566217;495701.5753566221;457876.1032352248
694.44;866.81;134028.5199999996;19.5;95.56233475999971;1676.3123347599997;1345.87;482657.8086783251;631310.752688279;497282.2326882794;459403.58752698265
694.44;862.34;133334.0799999996;19.5;95.06719903999972;1671.3471990399999;1345.87;483662.23813071166;632198.2158171965;498864.1358171969;460932.24286816514
694.44;857.87;132639.6399999996;19.5;94.57206331999971;1666.3820633199996;1345.87;484517.70850900334;633086.92649465;500447.28649465035;462462.07090497133
694.44;853.4;131945.1999999996;19.5;94.07692759999972;1661.4169275999998;1345.87;485514.80827890936;633976.8864743767;502031.68647437706;463993.07328591443
694.44;848.93;131250.7599999996;19.5;93.58179187999971;1656.4517918799995;1345.87;486508.33760327456;634868.0975125795;503617.3375125799;465525.25166182517
694.44;844.47;130556.3199999996;19.5;93.0866561599997;1651.4966561599997;1345.87;487498.3014770136;635760.56136793;505204.24136793043;467058.60768585466
694.44;840.0;129861.8799999996;19.5;92.59152043999971;1646.5315204399997;1345.87;488484.684873948;636654.2798015721;506792.3998015725;468593.14301347814
694.44;835.53;129167.4399999996;19.5;92.0963847199997;1641.5663847199996;1345.87;489467.48276083346;637549.2545771252;508381.8145771256;470128.8593024981
694.44;831.06;128472.99999999959;19.5;91.60124899999971;1636.6012489999998;1345.87;490446.69009735045;638445.4874606881;509972.4874606885;471665.75821304723
694.44;826.59;127778.55999999959;19.5;91.1061132799997;1631.6361132799998;1345.87;491422.301836094;639342.9802208422;511564.4202208426;473203.84140759206
694.44;822.13;127084.11999999959;19.5;90.61097755999971;1626.68097756;1345.87;492394.3229366211;640241.734628655;513157.6146286554;474743.11055093614
694.44;817.66;126389.67999999959;19.5;90.1158418399997;1621.7158418399997;1372.79;493335.7804946394;641141.752457684;514752.07245768444;476283.5673102234
694.44;813.19;125695.23999999958;19.5;89.6207061199997;1616.75070612;1372.79;494273.58938825043;642043.0354839795;516347.7954839799;477825.21335494117
694.44;808.72;125000.79999999958;19.5;89.1255703999997;1611.7855703999999;1372.79;495207.7444883554;642945.5854860886;517944.78548608907;479368.0503569237
694.44;804.25;124306.35999999958;19.5;174.65043579999943;1692.8404357999996;1372.79;496075.51426764025;643849.4042450588;519543.0442450592;480912.07999035565
694.44;799.79;123611.91999999958;19.5;173.67474759999942;1687.4047475999994;1372.79;497087.9278966687;644754.4935444408;521142.57354444126;482457.3039317748
694.44;795.32;122917.47999999957;19.5;172.69905939999944;1681.9590593999997;1372.79;498096.3113795511;645660.8551702931;522743.37517029356;484003.723860076
694.44;790.85;122223.03999999957;19.5;171.72337119999943;1676.5133711999995;1372.79;499100.65905092185;646568.4909111847;524345.4509111851;485551.341456514
694.44;786.38;121528.59999999957;19.5;170.74768299999943;1671.0676829999995;1372.79;500100.9652374516;647477.4025581987;525948.802558199;487100.1584047071
694.44;781.91;120834.15999999957;19.5;169.77199479999942;1665.6219947999994;1372.79;501097.22425783554;648387.5919049361;527553.4319049366;488650.1763906404
694.44;777.45;120139.71999999956;19.5;168.7963065999994;1660.1863065999996;1372.79;502089.4404368399;649299.0607475196;529159.3407475201;490201.39710266894
694.44;772.98;119445.27999999956;19.5;167.8206183999994;1654.7406183999994;1372.79;503077.5980771955;650211.8108845963;530766.5308845968;491753.82223152096
694.44;768.51;118750.83999999956;19.5;166.8449301999994;1649.2949301999995;1400.24;504034.2028858721;651125.844117342;532375.0041173424;493307.4534703019
